Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags
Piazza Della Repubblica 17 Central Station 20124 Milan Italy,241,11/16/2015,9.1,Hotel Principe Di Savoia, Turkey , Nothing to complain ,5, Dorchester touch for sure Excellent breakfast ,8,10.0,"[' Business trip ', ' Group ', ' Classic Double Room ', ' Stayed 2 nights ']"
Piazza Della Repubblica 17 Central Station 20124 Milan Italy,241,11/10/2015,9.1,Hotel Principe Di Savoia, Kazakhstan , Wifi breakfast wasn t so rich ,8, Room service staff ,5,8.3,"[' Business trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,7/28/2017,8.5,The Westin Palace, Italy , Some very small things They forgot twice to refill coffee capsules and put the coffee cups back A pool would be the icing on the cake The roof terrace has been somewhat abandoned The gym is a little sad and could be improved ,45, Fast professional and attentive service The staff were all great from the restaurant to room service and reception to valet Could not be happier The room was lovely and clean We had our 20 month old daughter with us and they really helped to fulfill all our requests ,50,9.6,"[' Business trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 2 nights ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,7/4/2017,8.5,The Westin Palace, United Kingdom , Bar was far too expensive and I stay in a lot of 5 star hotels Air conditioning not great and entire hotel a little dated ,27, Room was a good size and very nicely furnished ,11,6.7,"[' Business trip ', ' Solo traveler ', ' Deluxe Contemporary Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,6/29/2017,8.5,The Westin Palace, United States of America , For the price of the hotel they should try to renovate a little the carpets are old and look dirty Also they offer one small bottle of water in an expensive suite and for the second one they charge 10 that s insane,44, The hotel is in a great central area and close to all the main attractions,16,6.7,"[' Business trip ', ' Solo traveler ', ' Grand Deluxe Imperial Room ', ' Stayed 1 night ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,5/17/2017,8.5,The Westin Palace, United Kingdom , I did not like the way I booked for a modern contemporary room and was given a classic and had to go to reception to ask them to change it as my room cost 50 pounds more for this specific choice I also did not like fact that once they put me in the room I booked for the internet was not working well They also did not do the turn down service at night so when I returned to my room it was not nice and welcoming ,90, I love the beds and pillows Extremely comfortable ,10,7.5,"[' Business trip ', ' Solo traveler ', ' Deluxe Contemporary Room ', ' Stayed 1 night ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,1/26/2017,8.5,The Westin Palace, Switzerland , The room and the attitude,6, I have been in the hotel several times and always stayed in reasonable rooms But this time the first room your staff offered was too small and then they gave us a horable room Old dusty the curtains was from 16 th century The TV was not working The image of your hotel was destroyed and I persuaded my colleagues and my client to stay in this hotel at least 4 times Your reception personal was very unwelcoming and not helpful after so many times we have been in your hotel The money and value was not balanced this time The personnel in the restaurant is also not very kind Best regards,113,5.4,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,11/18/2016,8.5,The Westin Palace, United Kingdom , The first room there was a coffee stain on the bedspread An empty can of potato chips from the previous guest The beds are not particularly comfortable ,29, The front of house staff are really great ,10,6.7,"[' Business trip ', ' Solo traveler ', ' Deluxe Imperial Room ', ' Stayed 7 nights ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,11/14/2016,8.5,The Westin Palace, United States of America , Room rates expensive as were the hotel restaurant and bar,11, Very courteous and conscientious staff VERY comfortable beds Nice bathrooms Good breakfast buffet,14,9.6,"[' Business trip ', ' Group ', ' Classic Double Room ', ' Stayed 2 nights ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,11/6/2016,8.5,The Westin Palace, United Kingdom , The price of a drink It was cheaper to grab a coffee from the Gucci cafe than it was from the hotel ,24, The bath a room were very relaxing after a cold day in the city ,16,8.8,"[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,7/22/2016,8.5,The Westin Palace, Spain , staff little pretentious concierge not knowledgeable regarding public transport options,11, Fine hotel in reasonable area handy for train station Overpriced and bit souless,14,5.8,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,7/5/2016,8.5,The Westin Palace, Italy , The room old low floor and in the inner court without natural light the price too high considering services and room,22, The location the common areas the cleanliness the breakfast and the staff ,14,7.9,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 6 nights ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,4/23/2016,8.5,The Westin Palace, Germany , Breakfast Took 10 plus minutes to get coffee Expensive for what you actually received in terms of selection,19, Front desk staff were excellent Especially Marissa ,9,8.3,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,4/9/2016,8.5,The Westin Palace, United Arab Emirates , A little far from the cultural center but taxis are available always and its just 20 mins away from the hotel so no real issues there ,28, Clean rooms with fine decor and clean toilets The staff were helpful in giving information about facilities and help with directions when needed From reception till checkout I felt welcomed First impression My name was even pronounced correctly by the receptionist He said he practiced several times to ensure he greeted me correctly upon check in That is Customer care at its best I recommend this facility Great for a typical business person ,75,8.3,"[' Business trip ', ' Solo traveler ', ' Deluxe Imperial Room ', ' Stayed 4 nights ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,6/15/2017,8.5,The Westin Palace, Kenya , Breakfast quality has a lot to be desired as is the poor staff at the breakfast who are so unwilling to attend anyone,24, Location was good,4,6.7,"[' Business trip ', ' Couple ', ' Grand Deluxe Contemporary Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,4/25/2017,8.5,The Westin Palace, Australia , The checkout took more than 25 minutes,8, The room was excellent great location and very helpful staff,11,10.0,"[' Business trip ', ' Couple ', ' Deluxe Contemporary Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,4/9/2017,8.5,The Westin Palace, Indonesia , The lift is so small,6, Room interior is nice,5,8.3,"[' Business trip ', ' Group ', ' Classic Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,10/20/2016,8.5,The Westin Palace, Norway , Internet connection disconnects every few minutes ,8, The hotel in general is of a very high level ,12,10.0,"[' Business trip ', ' Couple ', ' Grand Deluxe Imperial Room ', ' Stayed 1 night ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,7/26/2016,8.5,The Westin Palace, United States of America , All amenities very expensive Poor gym ,8, Bed was comfortable room was clean and orderly A C worked well ,14,7.1,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,6/4/2016,8.5,The Westin Palace, Macedonia , you need taxi to city centre,7, good restaurant good bed,5,8.8,"[' Business trip ', ' Couple ', ' Grand Deluxe Contemporary Room ', ' Stayed 1 night ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,4/5/2016,8.5,The Westin Palace, Canada , All was good,4, Great location Very Friendly and Courteous staff large modern rooms good restaurant and bar ,16,10.0,"[' Business trip ', ' Group ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,11/28/2015,8.5,The Westin Palace, Bahrain , Shower area is tight and water pressure is low ,11, Always a pleasant place to stay ,8,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Piazza della Repubblica 20 Central Station 20124 Milan Italy,116,11/8/2015,8.5,The Westin Palace, Lebanon , For the value of money the breakfast was not very rich ,13, Very clean and professional The staff was very friendly ,11,9.2,"[' Business trip ', ' Couple ', ' Classic Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,7/31/2017,8.8,Glam Milano, United Kingdom , I travel to Milan every week I have tried many hotels This hotel was OK The tourist were tourists given the location it is quite touristy The breakfast was worth a look however I recommend you avoid the orange juice Not sure what the machine thinks it is doing but it really isn t orange juice not even close Go Water or Coffee Dinner well If i was on holiday and had my family we could eat It wasn t so bad Nothing there for me after a long day in the office ,95, I travel to Milan every week I have tried many hotels This hotel was OK The tourist were tourists given the location it is quite touristy The breakfast was worth a look however I recommend you avoid the orange juice Not sure what the machine thinks it is doing but it really isn t orange juice not even close Go Water or Coffee Dinner well If i was on holiday and had my family we could eat It wasn t so bad Nothing there for me after a long day in the office ,95,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,7/30/2017,8.8,Glam Milano, United Kingdom , Restaurant space feels like you are in a corridor Too cramped But for the price the food was good and the overall experience was good ,27, Very helpful staff Great cappuccino ,7,8.8,"[' Business trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,6/29/2017,8.8,Glam Milano, Spain , On the first night there was a fire alarm 2 times at around 1 30am 2am Had to go all the way down to the reception 2 times as a result a sleepless night The bathtub would fill up with water while taking the shower and the water wouldn t go away Has requested reception for 3 consecutive days to fix the issue and send maintenance to unclog the pipes the problem was never fixed To be showering in the bathtub full of water is not only disgusting but dangerous as well ,94, The location is good you have metro train station and city center just a few minutes away ,19,4.2,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 4 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,6/27/2017,8.8,Glam Milano, Australia , BEING ALLOWED TO STAY CONECTED TO THE WI FI INSTEAD OF BEING DROPPED OFF AFTER 5 OR 10 MINUTES WINDOWS THAT OPEN TO ALLOW FRESH AIR INTO THE ROOM INFORMATION OR WARNING ABOUT FIRE ALARM TEST BREAKFAST EGGS COOKED FRESH AND SOFT BETTER BREAKFAST COFFEE BASEMENT INCLUDING MEETING ROOM WAS VERY SMELLY,53, LOCATION IS TERRIFIC WHEN ARRIVING BY TRAIN EXCELLENT RESPONSE TO POWER OUTAGE ON SUNDAY 25TH WITH BREAKFAST PACK ,20,7.5,"[' Business trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 4 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,5/30/2017,8.8,Glam Milano, Turkey , i did not like the dinner only seafood plate was delicious but the rest was not so good I also think that they should open a spa center for such a nice hotel,34, perfect location just 2 minutes walk to Central station breakfast was good the staff are helpfull,17,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,5/29/2017,8.8,Glam Milano, Taiwan , The elevators can get a bit slow sometimes during peak hours ,13, Excellent location with helpful staff and comfy room Would love to stay here again in the future if we travel to Milan ,24,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 6 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,5/21/2017,8.8,Glam Milano, Lebanon , Smell in the room ,6, Very kind staff very helpful Location is great if you have to take the train from Milano Centrale Close restaurants in the neighborhood ,25,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,5/17/2017,8.8,Glam Milano, Latvia , Every time I come to Milan I book the Hotel Glam because of his many interesting points very close to all you need very clean reception always helpful the half pension offer is interesting But this time unfortunately and unexpected I was real disappointed Sorry Hotel Glam but this time I have to say it I booked the hotel two weeks before my stay at over the double of it s normal prize and in the days of my stay the prize reached even five times the usual prize This so on the reception because the hotel was almost full and prizes are going up consequently I think this is a real shame because we were at the level of a five star top hotel like the Four Seasons for example The problem is that the service is not better if you pay 5 times but worse Maybe because of the fullness of the hotel the breakfast was not like the other times very poor We get a room where the air condition did not work I needed to solicit two times on the reception and answer the attendant is busy please be patient When he came he told only that some valve is obstructed and that he cannot do anything So we were forced to sleep in a hot room resulting in a sweatiness during all the night No thanks not for this prize For such prize I ve could book a 5 star hotel without problem Dear Glam please review a little your politic I would still like to visit you the next times I m in Milan But not at this conditions ,277, The personnel at the reception like always very friendly and helpful Very close to all in Milan ,19,7.1,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,5/2/2017,8.8,Glam Milano, United Kingdom , Glam Not really a bit tired feeling actually like someone who was glam in a tarty way a few years ago but hasn t moved on The breakfast buffet hot food was a bit painful The scrambled eggs were half cooked literally some cooked lumps with uncooked scrambled egg mix slopping round them and the bacon was most odd Nothing like the decent thick rashers of back bacon in the UK Plenty of fruit though and pastries sweet cakes cereal etc if that is more your thing you would be quite pleased No parking but public car parks nearby were OK although you had to leave your keys with attendant which feels uncomfortable Another cost too compared to parking in hotel s own car park Guess it is just the nature of a city centre hotel ,138, Cool location overlooking square in front of main railway station Great balcony on 9th floor with a view over square Free hot buffet evening meal looked pretty OK for free food but with one night only we wanted something a bit classier and went out to excellent Argentinian steak restaurant about 15 minutes taxi away ,57,6.3,"[' Business trip ', ' Group ', ' Superior Twin Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,4/6/2017,8.8,Glam Milano, Lebanon , What i didn t like was the tub in the bathroom Too much hurdle to get into and out of the tub as the edge is very high from the floor I am not an old person but am sure it is not too practical for older people I also felt the bathroom was too dark as the walls were black Does not give a sense of cleanliness ,70, the staff was very nice the breakfast is very delicious I loved the quietness of the rooms I did not hear one single noise from the outside ,29,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,4/6/2017,8.8,Glam Milano, India , No food options for vegetarians ,7, Specious rooms with very clean and comfortable beds Very good to stay at during business trips as well as with family Location is wonderful and outside view is great One must inform at the time of check in for the rooms with front view towards Milano Centrale station ,50,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 4 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,3/23/2017,8.8,Glam Milano, South Africa , Location was good for me but it is a little far from the action However the hotel is right by what underground so everything is accessible in minutes,29, Very good hotel with everything I needed Very close to underground and train station Location was great for me to be close to the train sttion,27,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,2/28/2017,8.8,Glam Milano, Italy , the windows in the bedrooms don t open I really didn t like not being able to change the air in my room ,25, great breakfast SUPER close to train station,8,7.9,"[' Business trip ', ' Couple ', ' Standard Triple Room ', ' Stayed 2 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,2/5/2017,8.8,Glam Milano, United Kingdom , The weather brrrrrrr ,5, Stunning modern hotel more or less at the entrance to the beautiful Stazione Centrale I have stayed in many hotels in this area and the Glam is by far the best Most hotels in and around the area are traditional and therefore lack the modern amenities that the Glam offers Super friendly staff and a good breakfast help makes this arguably the best hotel in this area ,69,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,1/29/2017,8.8,Glam Milano, United Kingdom , The buffet style dinner is good but to manage guests to have a better balance in the amount of people in the restaurant probably something the hotel can do to improve the service ,35, The location is great for one who needs to use the central station And the included dinner and breakfast are absolutely a bonus for me limited time to explore ,31,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,1/19/2017,8.8,Glam Milano, China , Wifi connection is easily disconnected and has to input the code from time to time ,17, Very good breakfast and dinner So convenient just in front of the central train station and metro ,19,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,12/20/2016,8.8,Glam Milano, United Kingdom , The only thing to point out is that during my stay the staff got in my bedroom abruptly 3 times The dinner could be improved The food had very poor quality ,33, The hotel is very convenient located just opposite to Station Centrale with fast trains to and from the airport and a very short tube ride to the city centre The rooms are comfortable and have a very decent size Breakfast is good ,44,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,12/12/2016,8.8,Glam Milano, France , Check in process was poor A long wait while one agent dealt with a concierge style request and the other answered the phone The room was very poorly lit with no light at all over the desk or make up table ,43, Location short walk from station Plenty of restaurants near by ,12,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,12/8/2016,8.8,Glam Milano, Lebanon , Worst experience after taking shower the water flooded to all the room all my luggage and clothes where wet I called the room service they came and didn t do anything when I checked out they didn t mention about the problem When you take the room they don t offer one bottle of water free of charge ,60, Worst experience after taking shower the water flooded to all the room all my luggage and clothes where wet I called the room service they came and didn t do anything when I checked out they didn t mention about the problem ,44,2.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,11/30/2016,8.8,Glam Milano, France , I had a very unprofessional and rude experience at dinner A lady restaurant worker cleaned out my table and offered it to someone else while I was serving myself dessert The new guests were preparing to sit on the table when I returned with my dessert and told her I wasn t finished yet She just said It s okay and left after clearing the table I was speechless for a few minutes at the response The guests understood the awkward situation and moved to another table and I finished my dessert without a towel cutlery and in extreme embarrassement Please train your staff to respond better to guests And hey dinner is NOT included in the room price if you re going to charge for water Yes it doesn t cost much at all but this is not about the price it is about the principle My other two stays at this hotel have been good but you know the law of averages always catches up ,169, This was my third time at this hotel the room was comfortable as usual and even though I paid a bit more than the last two times room wise I was satisfied to come back ,37,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,11/21/2016,8.8,Glam Milano, Latvia , Windows to construction field inside yard no sauna or any facilities at hotel busy lobby with a lot of people,21, Clean but small room large showerroom,7,7.5,"[' Business trip ', ' Group ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,11/11/2016,8.8,Glam Milano, Qatar , Staff need to be trained how to be professional and friendly breakfast was poor Resturant was crowded Late checkout is not possible without paying extra ,27, Location is central although noisy ,7,4.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,11/7/2016,8.8,Glam Milano, Taiwan , The cleaniness in the bathroom I stayed in room 610 but compared to 712 that I stayed on the previous week that room and bath are not so clean It smells of urine in the bathroom and hairs on the walls But I didn t not file for a complaint though for it was only a short stay ,60, It s the second time I stayed in Glam Excellent and very helpful front desk staff small guy who speaks Spanish ,23,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,11/3/2016,8.8,Glam Milano, Serbia , The hotel style is strange colors are dark coridors are in red and black the entrance in dark gray I didn t feel very well and comfortable I won t go again for sure ,36, The location is grate The view on the central station building and the plato in front of it is very nice The noise protection is good ,28,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,10/28/2016,8.8,Glam Milano, United Kingdom , Staff was not super friendly Food and breakfast area not very good ,14, Location was perfect for reaching the train station and the airport Interiors were fine ,16,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,10/24/2016,8.8,Glam Milano, Romania , it was super OK for me ,8, For a first comer in Milan this hotel was very appropriate It is located very close to the central rail station it has an entrance for the metro just in front of it and it is only 4 stops away from the Duomo and all the commercial streets in the center Besides of its good location it is a new hotel very modern and comfortable It has coffee and tea facilities in the room Breakfast was quite good ,80,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,10/17/2016,8.8,Glam Milano, United States of America , They offer you a free dinner what looks like great but you have to pay the beverages and a basic water costs you 5 euros and the food is really really basic Does not make any sense is the worst food in Milan ,45, The location is perfect if you arrive or leave by train ,13,6.7,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,10/12/2016,8.8,Glam Milano, United Kingdom , No mirror behind dressing table only Flat TV Only net curtains so street and car lights a distraction,19, Lovely modern comfortable room and spacious shower en suite Breakfast excellent and staff very professional and friendly METRO stop outside avoids the rain ,25,9.0,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 2 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,10/10/2016,8.8,Glam Milano, United States of America , Breakfast and dinner were limited and foods were cold ,11, room was nice clean and comfortable Location was very nice and near all transport Internet was good ,19,3.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,10/8/2016,8.8,Glam Milano, United Arab Emirates , Room was small for standard triple room also inability to open window was something that we did not like then when we upgraded to superior room the shower is covered with a glass wall that is not suitable to use if you have older daughter or Son so it lacks privacy but for couple only it is nice ,60, first of all I want to thank all persons working at the reception specially Tiziano he was very nice and cooperative which is very important after long flights to meet nice people like him at Glam Hotel you will find all people working at the reception smiling most of the time and happy to help in any thing and I think this was the best thing at Glam hotel beside the location is excellent also half board with dinner is an excellent add on because it really save much money in milan with many expensive restaurants although varieties are not much but still good quality food with Italian dishes and fish every night was very very good for people who wants to avoid meat and chicken ,128,9.6,"[' Business trip ', ' Family with young children ', ' Standard Triple Room ', ' Stayed 3 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,10/2/2016,8.8,Glam Milano, Saudi Arabia , 1 It took me 4 hours and multiple calls to the staff to get me what i needed after checking in first night 2 Housekeeping clean the room very late One day they didn t even clean 3 The bathtub side was leaking water every time i shower filling the bath floor and out to the room Staff were informed but did nothing about it 4 No slippers paper notes pens in the room Those essentials needed a call to be brought up to me 5 They made me sign a paper that i have to return back the room access card First time ever for me 6 Few staff were friendly and helpful but the majority were not,120, 1 Great Location 2 Proper size room nice looking furniture 3 Good variety buffet for the breakfast and the dinner ,22,6.7,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,9/29/2016,8.8,Glam Milano, United Arab Emirates , We stayed too short to enjoy the chic bar in the ground floor We will keep it for next time ,22, Amazing new hotel at best possible location Stylish trendy comfortable and very cozy Even though windows overlook Central Station square the room is very quiet and you can fully relax and enjoy the designed bathroom and pleasant interior of the room The breakfast had a variety of choices and was very tasty Italian ham cheese but also standard but quality continental choice We definitely enjoyed the stay and would recommend it to anyone visiting Milan as one of the best values for money you can get ,88,9.6,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,9/14/2016,8.8,Glam Milano, Australia , Wifi was ok but would have been nice to be a bit faster ,15, Very convenient location to the main railway station You can see the hotel from the exit and it is a simple 5 minute walk Modern room with well thought out layout Fantastic staff service Very comfortable stay ,39,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,9/8/2016,8.8,Glam Milano, Italy , Room could be cleaner Very good location if you don t have a car main train station and also metro are basically in front of the hotel door ,30, I had a free upgrade to suite so I can t complain Stuff was amazing Very friendly and cooperative and fast Wonderful view from suite balcony ,28,8.3,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,8/30/2016,8.8,Glam Milano, Iraq , I think at least water could be included with dinner and other drinks maybe paid,16, Location staff food anything you want just name it A perfect hotel with excellent service ,17,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,7/26/2016,8.8,Glam Milano, United Kingdom , My key card stopped working and I was locked out of my room twice It was all resolved within 15 minutes each time but it was annoying especially on the second occasion when I was due to leave within a short space of time Also there was big problem with the water when I was there On the first night I couldn t have a shower at all when I rang reception I was told that an engineer was going to sort it but the problem was still there all of the next day with a lot of rattling in the pipes I understand that this happens but the communication of the problem and when it might be fixed could have been communicated better even with a note underneath the door to guests ,135, Nice breakfast and a handy location for the conference I was attending The room was nice and the staff very friendly ,23,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,7/24/2016,8.8,Glam Milano, China , The air conditioner was hard to tune either too clod 19 C or no ventilation at all ,19, Half board was included The food is quite delicious The bed is soft The location is just great ,20,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,7/14/2016,8.8,Glam Milano, United Arab Emirates , Nothing everything was great,5, The location of the hotel is the best I ve come across in my travels The view from the room was perfect as you could see the Milan central station as well as many people everyday passing by below The rooms were perfectly sound proof The breakfast and dinner were perfect and had good selection The room facilities were ideal for a business traveller with enough power points as well as good wifi network Staff were very friendly and helpful Definitely a place to stay again ,88,8.3,"[' Business trip ', ' Group ', ' Standard Double Room ', ' Stayed 4 nights ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,6/21/2016,8.8,Glam Milano, Malaysia , The food Even though half board was being offered the food is not that nice The staff especially irresponsible kitchen staffs who threw my stuff lots of food from my country which we agreed beforehand to put in the kitchen fridge ,43, The location ,4,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 11 nights ', ' Submitted from a mobile device ']"
Piazza Duca D Aosta 4 6 Central Station 20124 Milan Italy,639,6/21/2016,8.8,Glam Milano, Estonia , The shower was great but the water leaked to the bathroom floor and there was no way to dry or clean it ,24, The location is really great easy to get around the railway station was right across the street as well as the bus station The subway was right outside the hotel entrance The rooms are nice and clean Breakfast and dinner included various foods The staff is friendly Good value for the price ,54,9.6,"[' Business trip ', ' Group ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
