Hotel_Address,Additional_Number_of_Scoring,Review_Date,Average_Score,Hotel_Name,Reviewer_Nationality,Negative_Review,Review_Total_Negative_Word_Counts,Positive_Review,Review_Total_Positive_Word_Counts,Reviewer_Score,Tags
2 Rue Racine 6th arr 75006 Paris France,31,10/20/2016,8.3,H tel Belloy Saint Germain By Happyculture, Japan , There are some rooms that don t have window Actually there is but you can see only emergency stairs and wall ,23, Nice location for both of business and sightseeing Close from metro station restaurants grocery stores and huge park Staff can speak English fluently You should ask them where to eat because there are too many restaurants around there I like free macaroons free sparkling wine and yummy break fast ,51,8.5,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ']"
2 Rue Racine 6th arr 75006 Paris France,31,1/30/2016,8.3,H tel Belloy Saint Germain By Happyculture, United States of America , The walls of the hotel are thin and you can hear the neighbors ,15, The hotel has thought of everything you could need As a business traveler having a kettle and fridge in the rooms is very helpful The manager and hotel staff are friendly and helpful I would stay again ,39,9.2,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 9 nights ', ' Submitted from a mobile device ']"
2 Rue Racine 6th arr 75006 Paris France,31,12/10/2016,8.3,H tel Belloy Saint Germain By Happyculture, United Kingdom , Rooms a little small ,6, Friendly helpful staff A free glass of champagne every evening from 1700 2000 ,15,8.3,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']"
2 Rue Racine 6th arr 75006 Paris France,31,5/15/2016,8.3,H tel Belloy Saint Germain By Happyculture, Bulgaria , The bathroom was too small ,7, Ambience and location ,5,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
2 Rue Racine 6th arr 75006 Paris France,31,12/11/2015,8.3,H tel Belloy Saint Germain By Happyculture, Mexico , a bit the maintenance,5, personel location adn champaign in afternoons,7,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 6 nights ']"
2 Rue Saint Sulpice 6th arr 75006 Paris France,34,6/28/2017,8.4,Hotel Louis 2, Italy , Nothing to say,4, The hotel is really pretty Based In one of the most beautiful area in Paris just near Sait Germain is what i consider a human dimension place Not so big to have confusion when you get inside you feel the relax coming into you backgroud music no rumors from outside The staff is really ready to serve you the right way Surely a place to look at when you are in Paris,73,10.0,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room with Bath ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
2 Rue Scribe 9th arr 75009 Paris France,135,9/29/2016,8.8,InterContinental Paris Le Grand, Ireland , if the spa opened later in evening even for sauna,11, The staff were very pleasant We booked the club lounge we loved it Food and drinks whenever required fab hotel,21,9.6,"[' Business trip ', ' Group ', ' Club Double Room with Club Lounge Access ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
2 Rue Scribe 9th arr 75009 Paris France,135,4/13/2016,8.8,InterContinental Paris Le Grand, Bahrain , The price is higher than a number of other available options in same area but not 5 star hotels so the higher price at Intercontinental is understandable given the level of the hotel Fortunately I came for business so my company covers everything ,45, Room bed bathroom staff room services breakfast laundry and of course location All of that was truly at 5 star level I will have to specifically thank and mention Sebestian from the concierge desk who was very nice and of a great help in recommending venues for the activities I was looking for ,55,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
2 Rue Scribe 9th arr 75009 Paris France,135,6/23/2017,8.8,InterContinental Paris Le Grand, Georgia , Room was small and bathroom not comfortable enough,9, Location is very good,5,6.3,"[' Business trip ', ' Group ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
2 Rue Scribe 9th arr 75009 Paris France,135,4/24/2017,8.8,InterContinental Paris Le Grand, Netherlands , Gym could be bigger,5, Staff helped us in a great way ,9,9.2,"[' Business trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ']"
2 Rue Scribe 9th arr 75009 Paris France,135,4/12/2016,8.8,InterContinental Paris Le Grand, United States of America , Close to needing a renovation ,7, A great Paris experience going back in time but with today s facilities ,15,8.8,"[' Business trip ', ' Couple ', ' Superior Room ', ' Stayed 1 night ']"
2 Rue Scribe 9th arr 75009 Paris France,135,3/9/2016,8.8,InterContinental Paris Le Grand, Lebanon , Rooms are old could benefit from a remodeling and update ,12, Excellent location grandiose lobby and extremely helpful staff ,10,6.3,"[' Business trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 3 nights ']"
2 Rue Scribe 9th arr 75009 Paris France,135,10/2/2015,8.8,InterContinental Paris Le Grand, Saudi Arabia , Value for money,4, The breakfast seating,4,7.1,"[' Business trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,7/25/2017,8.2,H tel Le M, Italy , Staff very cold and not professional I had the room n 1 just behind the reception from which I could hear all noises Small room Only a glass door Bad smell in the room ,36, Position at 5 minutes from the Tour in Montparnasse,10,5.0,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,10/19/2016,8.2,H tel Le M, Bulgaria , The carpet in the room wasn t vacuumed the bathroom door could not close and there was a bulb hanging from the ceiling in the bath Sink and bath tube were pretty worn ,35, The location and staff were great A lot of restaurants and bars close by excellent public transport connections 5 mins from the hotel The room was very quiet ,30,7.5,"[' Business trip ', ' Family with young children ', ' Double or Twin Room ', ' Stayed 3 nights ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,3/12/2016,8.2,H tel Le M, Canada , Breakfast hot food not great Small amounts available and often out of things Staff not that helpful,18, Design of the room Although not huge felt spacious with the galls wall bathroom Bed really comfy Liked having a window that opens Quiet Nice view of tour montparnasse Great room service dinner best chocolate caramel cake ever ,40,9.2,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,12/16/2015,8.2,H tel Le M, Germany , super small window at the bottom of the wall no possibility to open it ,16, Good location not far from the railway station Gare Montparnasse good rooom service,14,7.9,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,11/18/2015,8.2,H tel Le M, United States of America , Even when the front desk person was very helpful as a result of my company security in the internet services I could not read my email ,28, Excellent location Very comfortable Extremely clean ,8,10.0,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,9/17/2015,8.2,H tel Le M, Netherlands , It is a rather pricey hotel but then again so are all Parisien hotels ,16, Le M is a stylish and clean hotel with very comfortable beds Montparnasse is a very lively and upcoming neighbourhood of Paris with a lot of bars brasseries and restaurants ,32,7.1,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,8/4/2015,8.2,H tel Le M, Netherlands , The bath was discusting Ok for a shower but no more than that I had the impression the hotel is not welmaintained bath damaged stains and sink had stains Housecleaning left a wet cloth on my tie Luckily it wasn t damaged Housecleaning put a new towel in the bath instead of where it is supposed to be Looks like they don t really care ,67, Location top price quality top friendly and helpful reception staff ,12,7.1,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,6/1/2017,8.2,H tel Le M, Belgium , A good 3 hotel A bit tired room bathroom facilities but clean A tea making facility a nice touch ,21, Authentic lively street quiet room ,7,6.7,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,6/28/2016,8.2,H tel Le M, Denmark , Room facilities need a good scrubbing and the bathroom sink was a bit clogged and stained ,18, Location and room facilities ,6,7.1,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,6/15/2016,8.2,H tel Le M, United Kingdom , The hotel is quite tired in decor over priced even by the standards of capital cities in Europe and the service unremarkable ,24, Location is excellent,4,5.8,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,1/24/2016,8.2,H tel Le M, Italy , Room too small ,5, The Hotel outside,4,7.5,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,9/6/2015,8.2,H tel Le M, Spain , Street noise can be heard,6, Friendly staff Great location,5,7.9,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
20 bis rue de la Ga t 14th arr 75014 Paris France,76,8/25/2015,8.2,H tel Le M, Luxembourg , Some time noise,4, V ry good staff v ry good position near the stations ,13,8.3,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 1 night ']"
20 rue Berthollet 5th arr 75005 Paris France,31,3/19/2017,8.5,Seven Hotel, Bahrain , The lighting is a bit odd wish the room had the option of better lighting ,17, Staff were extremeley helpful and nice Hotel is clean and room although a bit strange was very comfortable ,20,8.8,"[' Business trip ', ' Solo traveler ', ' Deluxe Designer ', ' Stayed 2 nights ']"
20 rue Berthollet 5th arr 75005 Paris France,31,5/6/2017,8.5,Seven Hotel, Macedonia , Way of maintaining rooms,5, Fancy style of the rooms and inventive designer solutions,10,5.8,"[' Business trip ', ' Group ', ' Classic Designer ', ' Stayed 3 nights ']"
20 rue Berthollet 5th arr 75005 Paris France,31,3/9/2017,8.5,Seven Hotel, United Kingdom , Bar could do with some more comfy seats,9, Sleeping under the stars in the room,8,9.6,"[' Business trip ', ' Solo traveler ', ' Deluxe Designer ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
20 rue Berthollet 5th arr 75005 Paris France,31,5/22/2016,8.5,Seven Hotel, United Kingdom , A bit a small room,6, Futuristic rooms I loved the lights,7,8.8,"[' Business trip ', ' Solo traveler ', ' Classic Designer ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
20 rue Berthollet 5th arr 75005 Paris France,31,1/31/2016,8.5,Seven Hotel, Netherlands , room was too dark to my liking it was part of the extravagant style like 007 ,18, Very nice people good location clean modern,8,7.9,"[' Business trip ', ' Couple ', ' Classic Designer ', ' Stayed 2 nights ']"
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,5/4/2017,8.6,Platine Hotel Spa, United Kingdom , Breakfast should be included in room rate for what you get,12, The bed was comfiest I have been on and I travel a lot Super quirky rooms albeit a little small but for location this is to be expected ,30,9.6,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 1 night ']"
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,11/7/2016,8.6,Platine Hotel Spa, Thailand , Nothing really comes to mind I mean I stay here even when I have free place to stay elsewhere Maybe a bit cheaper ,25, 1 Location location location for where I needed to be 2 I m used to this area 3 quiet non touristy area 4 not too hard to get here from CDG via the RER train ,37,7.9,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 2 nights ']"
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,4/16/2016,8.6,Platine Hotel Spa, Czech Republic , The rooms are quite small but OK ,9, The hotel is in the great location and the reception staff is extremaly helpful and nice I have been in Paris many times but this is the best hotel I have stayed in ,35,9.2,"[' Business trip ', ' Couple ', ' Classic Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,10/4/2015,8.6,Platine Hotel Spa, Mexico , The room assigned was very small plus a great disadvantage in the room I stayed the toilette and shower room is divided by a glass door so there is no privacy for guest sharing room The bed is to soft or needs renewal ,45, The front desk staff is great nice district close to the exhibition complex ,15,7.1,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,10/9/2016,8.6,Platine Hotel Spa, China , wifi is bad only can be usd in the ground place in my duration ,16, location is good very convenient for shopping and Effiel ,11,8.3,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 2 nights ']"
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,9/15/2016,8.6,Platine Hotel Spa, Lithuania , Poor breakfast nothing to choose from ,8, Good location metro station is nearby ,8,7.1,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 3 nights ']"
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,8/3/2016,8.6,Platine Hotel Spa, Maldives , The location is difficult to find even for some local taxi drivers ,14, The courtesy and politeness of the staff ,9,7.0,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 3 nights ']"
20 rue de l Ing nieur Robert Keller 15th arr 75015 Paris France,49,4/3/2016,8.6,Platine Hotel Spa, Netherlands , Room is ok but a bit small ,9, Location was convenient for my business trip and the hotel is located in a quiet street ,18,7.5,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 1 night ']"
20 Rue De La Ga t 14th arr 75014 Paris France,22,2/11/2017,7.8,Mercure Paris Gare Montparnasse, United Kingdom , Max price for the bare minimum Acor Hotels can get away with Typical of today s accountant controlled hotels But an ok place if you are used to these max for min establishments It d been a welcome bonus if the key cards had actually worked the room doors room lights and also the lifts would have saved long walks up and down the stairs ,67, Few minutes walk to Ga t Metro Montparnasse Metro and mainline station and Edgar Quinet Metro Street outside hotel lots of bars and restaurants and not expensive Good place to locate in Paris to then get around if you are on a medium budget ,46,5.8,"[' Business trip ', ' Couple ', ' Standard Room with Double Bed ', ' Stayed 3 nights ']"
20 Rue De La Ga t 14th arr 75014 Paris France,22,3/17/2016,7.8,Mercure Paris Gare Montparnasse, United Kingdom , Room was far too hot and thermostat didn t seem to work so I needed to keep opening the windows As it was quiet that wasn t such an issue ,32, Bed was comfortable and the room was a quiet one as requested Receptionist was able to recommend a good restaurant ,22,10.0,"[' Business trip ', ' Solo traveler ', ' Standard Room with Double Bed ', ' Stayed 2 nights ']"
20 Rue De La Ga t 14th arr 75014 Paris France,22,2/11/2017,7.8,Mercure Paris Gare Montparnasse, Netherlands , Outdated reception and hallways,5, Location bed friendliness,4,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Room with Double Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
20 Rue De La Ga t 14th arr 75014 Paris France,22,11/14/2016,7.8,Mercure Paris Gare Montparnasse, Pakistan , location of hotel,4, all ok we liked everything,6,7.1,"[' Business trip ', ' Group ', ' Standard Room with Double Bed ', ' Stayed 5 nights ']"
20 rue du Sommerard 5th arr 75005 Paris France,28,5/1/2017,8.0,Mercure Paris Notre Dame Saint Germain des Pr s, United Kingdom , The room at night was absolutely roasting and our air con didn t work Also 3 members of staff came into our room during the day while we were there trying to get changed ,36, The staff found me a room to warm up in as i had an audition that day ,19,8.3,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
20 rue du Sommerard 5th arr 75005 Paris France,28,4/26/2016,8.0,Mercure Paris Notre Dame Saint Germain des Pr s, Maldives , Staff helpful and great location very convenient for buses and subway Quiet street and at the same time closeby to some nice little restautants ,26, Internet is an issue when you are traveling for business need to re connect quite often so waste of time Refill of mini bar was not regular ,29,5.8,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 8 nights ', ' Submitted from a mobile device ']"
20 rue du Sommerard 5th arr 75005 Paris France,28,2/17/2017,8.0,Mercure Paris Notre Dame Saint Germain des Pr s, Finland , Noise from the next room ,7, The croisant were and the waiter very nice ,10,8.8,"[' Business trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 4 nights ']"
20 rue du Sommerard 5th arr 75005 Paris France,28,6/1/2016,8.0,Mercure Paris Notre Dame Saint Germain des Pr s, Belgium , Small bathroom Overpriced ,5, Nice staff confortable bed very good breakfast good wifi and location just perfect ,15,7.5,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ']"
20 rue du Sommerard 5th arr 75005 Paris France,28,1/21/2016,8.0,Mercure Paris Notre Dame Saint Germain des Pr s, Hungary , One of your staff,5, Location is excellent,4,9.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,3/9/2017,8.0,Mercure Paris Centre Tour Eiffel, Ireland , This time the rate included breakfast and I took it however go for breakfast was not a good experience 2 Orange juice machines not working No glasses for juices Another coffee machine was not working either If the breakfast is self service everything has to be working perfectly,49, I usually use this hotel in Paris The location is perfect,12,6.3,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,1/4/2017,8.0,Mercure Paris Centre Tour Eiffel, United States of America , the pic were mis leading and the aminties werent describe very well for what we paid for I could of stay at a another hotel that encluded everything w it very disappointed in the service all around and for three people very sad to say and our room was dirty and a dirty bed sheet we did not enjoyed it we even left a day earlie because of what happen ,72, only thing that was nice about this hotel is the convience of walking everywhere and the eiftel tower was step away ,23,3.8,"[' Business trip ', ' Family with young children ', ' Privilege Room with Double Bed and Single Sofa Bed 3 Adults ', ' Stayed 5 nights ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,12/22/2016,8.0,Mercure Paris Centre Tour Eiffel, Netherlands , Bathroom was very small even for one person The room had repairs that needed doing curtains were loose ,20, Friendly staff and a good location Easy to park the car and take public transport ,17,7.1,"[' Business trip ', ' Couple ', ' Privilege Room with a double bed upper floors ', ' Stayed 1 night ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,11/21/2016,8.0,Mercure Paris Centre Tour Eiffel, Netherlands , Look and feel of a 70 s Hotel that has never been refurbished,14, Location is good for those wanting to visit the iconic Tower constructed by Eiffel Parking available Room is reasonably comfortable,21,7.1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,11/18/2016,8.0,Mercure Paris Centre Tour Eiffel, Ireland , I think that this is not a hotel with the quality to charge prices above 200 euro It is very basic and size of the rooms are really small This time the TV set was not working The staff used to be more friendly this time it was not the case Honestly I have been a frequent guest in this hotel but now I am thinking not to go again ,72, The location of the hotel is excellent Just walking distance from Eiffel Tower and very close to the place I go to work ,25,5.8,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,11/8/2016,8.0,Mercure Paris Centre Tour Eiffel, United Kingdom , rooms are tiny and don t even have a desk outrageously expensive for what it is this hotel must have been awarded 2 stars for its location Where have the 4 stars hotels of my childhood disappeared ,39, location bed and broadband,5,5.4,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 4 nights ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,11/2/2016,8.0,Mercure Paris Centre Tour Eiffel, Sweden , Check in took very long time at late evening and we had asked for a room with bath tub but instead we received a handicap room with ony one large shower This room definitely needed an update bathroom Vacuum cleaning started at 8 00 outside the room luckily we are always awake at that time Since we stayed here just a couple of month ago and then thought the hotel was really good this time was a dissapointment when we found the staff very ingnorant unlike last time the breakfast was ok but nothing special and the room outdated Most hotels premiere returning guests but this is not the case in this hotel We will not return to this hotel again ,123, The location is great nearby the Eiffel tower metro and bus to airport The room was clean ,19,6.3,"[' Business trip ', ' Couple ', ' Standard Twin Room ', ' Stayed 2 nights ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,2/21/2016,8.0,Mercure Paris Centre Tour Eiffel, Ireland , Breakfast is a bit expensive for offering Hotels own bar and restaurant were very quiet bar was even closed 1 night of our stay so hotel needs to up its own food and drink offering as almost everyone leaves hotel to eat drink elsewhere We visited in January so maybe thing s improve during the year ,58, Location to Eiffel tower is exceptional 5 minutes walk to metro station which allows access to most areas of Paris Modern hotel with good wi first ,28,7.9,"[' Business trip ', ' Couple ', ' Standard Room with One Double Bed and Single Sofa Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,11/18/2015,8.0,Mercure Paris Centre Tour Eiffel, Poland , TV without a single English language news channel Not much of a view from my 1st floor room I had asked for a room high up but maybe they were out It was pricey but I guess that s what should be expected of central Paris ,48, The location is very good 5 minutes from the Eiffel tower and even less from a train station that gives you a convenient connection to the CDG airport one needs to switch trains at Notre Dame Freshly refurbished quiet room with a toilet separated from the bathroom Complimentary tea and coffee is a perk though it appears to be a standard these days ,65,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Room with Double Bed and Sofa Bed ', ' Stayed 1 night ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,7/12/2017,8.0,Mercure Paris Centre Tour Eiffel, Australia , Nothing all good ,5, Location and parking ,5,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,3/18/2017,8.0,Mercure Paris Centre Tour Eiffel, United Kingdom , Small room and no bath for a 4 star hotel,11, View of Tower from room,6,6.7,"[' Business trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,3/4/2017,8.0,Mercure Paris Centre Tour Eiffel, United Kingdom , Bathroom could have been cleaner ,7, Friendly helpful staff Comfotable quiet room with excellent in room facilities,12,9.2,"[' Business trip ', ' Solo traveler ', ' Privilege Room with a double bed upper floors ', ' Stayed 2 nights ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,2/10/2017,8.0,Mercure Paris Centre Tour Eiffel, Saudi Arabia , Toilet is not connected with the showers,8, Close to center,4,5.8,"[' Business trip ', ' Solo traveler ', ' Standard Room with Double Bed and Sofa Bed ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,2/2/2017,8.0,Mercure Paris Centre Tour Eiffel, Luxembourg , Limited toiletries in room no moisturiser ,8, Great location very close to Eifel Tower Bottle of water free in room,14,7.9,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,10/4/2016,8.0,Mercure Paris Centre Tour Eiffel, Russia , Service reception inefficiency ,5, Location clearness ,4,6.3,"[' Business trip ', ' Solo traveler ', ' Privilege Room with a double bed upper floors ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,9/30/2016,8.0,Mercure Paris Centre Tour Eiffel, Cura ao , Cleanliness of the rooms overall service very beneeth standards,10, Breakfast and the location,5,4.6,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,5/16/2016,8.0,Mercure Paris Centre Tour Eiffel, United Kingdom , Surly and unfriendly staff on reception,7, Location near to the tower is excellent ,9,5.8,"[' Business trip ', ' Family with older children ', ' Privilege Room with a double bed upper floors ', ' Stayed 1 night ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,1/12/2016,8.0,Mercure Paris Centre Tour Eiffel, Switzerland , bathroom is too small,5, Location is perfect,4,8.3,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,11/28/2015,8.0,Mercure Paris Centre Tour Eiffel, Romania , very small rooms for the money you pay,9, the hotel is good for its parking inside and open air for high cars or vans,17,7.5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 4 nights ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,10/17/2015,8.0,Mercure Paris Centre Tour Eiffel, United Kingdom , lack of personality in surroundings not at all Parisian but very comfortable,13, location suited as close to metro and conference venue,10,7.9,"[' Business trip ', ' Solo traveler ', ' Standard Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
20 Rue Jean Rey 15th arr 75015 Paris France,333,10/2/2015,8.0,Mercure Paris Centre Tour Eiffel, United Kingdom , staff not the speediest but very courteous,8, The Wifi was truly excellent everywhere in the hotel Bed was comfortable,13,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,5/11/2017,8.4,Banke H tel, United States of America , Tiny room Booked superior double and there was nothing superior about it Room was up in the attic very tired and in need of updating Shower ran hot and cold Wardrobe was into the eaves and couldn t use it without clothes dragging on floor Wifi was super patchy No iron ironing board For the price there are countless better hotels in Paris so I d give this one a miss next time ,75, Good location ,4,5.0,"[' Business trip ', ' Group ', ' Superior Double Room ', ' Stayed 2 nights ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,2/2/2017,8.4,Banke H tel, Russia , The staff on the receiption is not professional enough for the number hotel s of stars Blocked by mistake amount of another client on my credit card and even don t appologize for it ,36, The location is excellent and room service entrance staff are great ,13,6.3,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,1/22/2017,8.4,Banke H tel, Lebanon , Mini bar service needs improvement On checking out did not understand why they charged different rates for both rooms and on different dates adding up to slightly higher amount than the original price of 250 EUR per night per room with Booking com,44, The lobby the staff the rooms the ambiance ,10,8.8,"[' Business trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,9/29/2016,8.4,Banke H tel, Saudi Arabia , The smell of sewage spread throughout the hotel I would not recommend to stay until hotel solve this problem Bath towels below five stars standard,26, Location is very good,5,3.8,"[' Business trip ', ' Couple ', ' Executive Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,9/1/2016,8.4,Banke H tel, United Kingdom , 2 teas cost Eur 18 00 inc service which is slightly excessive Breakfast not included in our rate but at EUR29 per person extra we chose to eat out in one of the many nearby cafes Rooms very small,40, Location was fantastic bar and foyer area impressive very welcoming,11,9.2,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,7/24/2016,8.4,Banke H tel, Netherlands , When I arrived after check in I found cleaning lady in my room fixing her clothes That was weird ,21, Excellent location nice breakfast friendly staff ,8,8.8,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,8/20/2015,8.4,Banke H tel, United Kingdom , The staff didn t listen properly and the room service was wrong every day The reception listen to me on checking out and causing me problems with my company ,31, The room was very nice,6,6.3,"[' Business trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,2/8/2017,8.4,Banke H tel, Spain , Breakfast too expensive,4, Comfort Design Situation,4,7.5,"[' Business trip ', ' Solo traveler ', ' 2 rooms ', ' Stayed 2 nights ']"
20 Rue La Fayette 9th arr 75009 Paris France,90,10/19/2016,8.4,Banke H tel, Netherlands , Breakfast much too expensive ,6, The location The interior ,6,7.5,"[' Business trip ', ' Solo traveler ', ' 2 rooms ', ' Stayed 2 nights ']"
